COUNTY ID,COUNTY NAME,CONSTITUENCY ID,CONSTITUENCY NAME,WARD ID,WARD NAME
8,WAJIR,36,WAJIR WEST,178,ADEMASAJIDE
8,WAJIR,36,WAJIR WEST,179,WAGALLA/GANYURE
8,WAJIR,37,ELDAS,180,ELDAS
8,WAJIR,37,ELDAS,181,DELLA
8,WAJIR,37,ELDAS,182,LAKOLEY SOUTH/BASIR
8,WAJIR,37,ELDAS,183,ELNUR/TULA TULA
8,WAJIR,38,WAJIR SOUTH,184,BENANE
8,WAJIR,38,WAJIR SOUTH,185,BURDER
8,WAJIR,38,WAJIR SOUTH,186,DADAJA BULLA
8,WAJIR,38,WAJIR SOUTH,187,HABASSWEIN
8,WAJIR,38,WAJIR SOUTH,188,LAGBOGHOL SOUTH
8,WAJIR,38,WAJIR SOUTH,189,IBRAHIM URE
8,WAJIR,38,WAJIR SOUTH,190,DIIF
9,MANDERA,39,MANDERA WEST,191,TAKABA SOUTH
9,MANDERA,39,MANDERA WEST,192,TAKABA
9,MANDERA,39,MANDERA WEST,193,LAG SURE
9,MANDERA,39,MANDERA WEST,194,DANDU
9,MANDERA,39,MANDERA WEST,195,GITHER
9,MANDERA,40,BANISSA,196,BANISSA
9,MANDERA,40,BANISSA,197,DERKHALE
9,MANDERA,40,BANISSA,198,GUBA
9,MANDERA,40,BANISSA,199,MALKAMARI
9,MANDERA,40,BANISSA,200,KILIWEHIRI
9,MANDERA,41,MANDERA NORTH,201,ASHABITO
9,MANDERA,41,MANDERA NORTH,202,GUTICHA
9,MANDERA,41,MANDERA NORTH,203,MOROTHILE
9,MANDERA,41,MANDERA NORTH,204,RHAMU
9,MANDERA,41,MANDERA NORTH,205,RHAMU-DIMTU
9,MANDERA,42,MANDERA SOUTH,206,WARGUDUD
9,MANDERA,42,MANDERA SOUTH,207,KUTULO
9,MANDERA,42,MANDERA SOUTH,208,ELWAK SOUTH
9,MANDERA,42,MANDERA SOUTH,209,ELWAK NORTH
9,MANDERA,42,MANDERA SOUTH,210,SHIMBIR FATUMA
9,MANDERA,43,MANDERA EAST,211,ARABIA
9,MANDERA,43,MANDERA EAST,212,BULLA MPYA
9,MANDERA,43,MANDERA EAST,213,KHALALIO
9,MANDERA,43,MANDERA EAST,214,NEBOI
9,MANDERA,43,MANDERA EAST,215,TOWNSHIP
9,MANDERA,44,LAFEY,216,LIBEHIA
9,MANDERA,44,LAFEY,217,FINO
9,MANDERA,44,LAFEY,218,LAFEY
9,MANDERA,44,LAFEY,219,WARANKARA
9,MANDERA,44,LAFEY,220,ALUNGO GOF
10,MARSABIT,45,MOYALE,221,BUTIYE
10,MARSABIT,45,MOYALE,222,SOLOLO
10,MARSABIT,45,MOYALE,223,HEILU-MANYATTA
10,MARSABIT,45,MOYALE,224,GOLBO
10,MARSABIT,45,MOYALE,225,MOYALE TOWNSHIP
10,MARSABIT,45,MOYALE,226,URAN
10,MARSABIT,45,MOYALE,227,OBBU
10,MARSABIT,46,NORTH HORR,228,ILLERET
10,MARSABIT,46,NORTH HORR,229,NORTH HORR
10,MARSABIT,46,NORTH HORR,230,DUKANA
10,MARSABIT,46,NORTH HORR,231,MAIKONA
10,MARSABIT,46,NORTH HORR,232,TURBI
10,MARSABIT,47,SAKU,233,SAGANTE/JALDESA
10,MARSABIT,47,SAKU,234,KARARE
10,MARSABIT,47,SAKU,235,MARSABIT CENTRAL
10,MARSABIT,48,LAISAMIS,236,LOIYANGALANI
10,MARSABIT,48,LAISAMIS,237,KARGI/SOUTH HORR
10,MARSABIT,48,LAISAMIS,238,KORR/NGURUNIT
10,MARSABIT,48,LAISAMIS,239,LOG LOGO
10,MARSABIT,48,LAISAMIS,240,LAISAMIS
11,ISIOLO,49,ISIOLO NORTH,241,WABERA
11,ISIOLO,49,ISIOLO NORTH,242,BULLA PESA
11,ISIOLO,49,ISIOLO NORTH,243,CHARI
11,ISIOLO,49,ISIOLO NORTH,244,CHERAB
11,ISIOLO,49,ISIOLO NORTH,245,NGARE MARA
11,ISIOLO,49,ISIOLO NORTH,246,BURAT
11,ISIOLO,49,ISIOLO NORTH,247,OLDONYIRO
11,ISIOLO,50,ISIOLO SOUTH,248,GARBATULLA
11,ISIOLO,50,ISIOLO SOUTH,249,KINNA
11,ISIOLO,50,ISIOLO SOUTH,250,SERICHO
12,MERU,51,IGEMBE SOUTH,251,MAUA
12,MERU,51,IGEMBE SOUTH,252,KIEGOI/ANTUBOCHIU
12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI
12,MERU,51,IGEMBE SOUTH,254,AKACHIU
12,MERU,51,IGEMBE SOUTH,255,KANUNI
12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU
12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE
12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST
12,MERU,52,IGEMBE CENTRAL,259,NJIA
12,MERU,52,IGEMBE CENTRAL,260,KANGETA
12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI
12,MERU,53,IGEMBE NORTH,262,NTUNENE
12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO
12,MERU,53,IGEMBE NORTH,264,NAATHU
12,MERU,53,IGEMBE NORTH,265,AMWATHI
12,MERU,54,TIGANIA WEST,266,ATHWANA
12,MERU,54,TIGANIA WEST,267,AKITHII
12,MERU,54,TIGANIA WEST,268,KIANJAI
12,MERU,54,TIGANIA WEST,269,NKOMO
12,MERU,54,TIGANIA WEST,270,MBEU
12,MERU,55,TIGANIA EAST,271,THANGATHA
12,MERU,55,TIGANIA EAST,272,MIKINDURI
12,MERU,55,TIGANIA EAST,273,KIGUCHWA
12,MERU,55,TIGANIA EAST,274,MUTHARA
12,MERU,55,TIGANIA EAST,275,KARAMA
12,MERU,56,NORTH IMENTI,276,MUNICIPALITY
12,MERU,56,NORTH IMENTI,277,NTIMA EAST
12,MERU,56,NORTH IMENTI,278,NTIMA WEST
12,MERU,56,NORTH IMENTI,279,NYAKI WEST
12,MERU,56,NORTH IMENTI,280,NYAKI EAST
12,MERU,57,BUURI,281,TIMAU
12,MERU,57,BUURI,282,KISIMA
12,MERU,57,BUURI,283,KIIRUA/NAARI
12,MERU,57,BUURI,284,RUIRI/RWARERA
12,MERU,57,BUURI,285,KIBIRICHIA
12,MERU,58,CENTRAL IMENTI,286,MWANGANTHIA
12,MERU,58,CENTRAL IMENTI,287,ABOTHUGUCHI CENTRAL
12,MERU,58,CENTRAL IMENTI,288,ABOTHUGUCHI WEST
12,MERU,58,CENTRAL IMENTI,289,KIAGU
12,MERU,59,SOUTH IMENTI,290,MITUNGUU
12,MERU,59,SOUTH IMENTI,291,IGOJI EAST
12,MERU,59,SOUTH IMENTI,292,IGOJI WEST
12,MERU,59,SOUTH IMENTI,293,ABOGETA EAST
12,MERU,59,SOUTH IMENTI,294,ABOGETA WEST
12,MERU,59,SOUTH IMENTI,295,NKUENE
13,THARAKA-NITHI,60,MAARA,296,MITHERU
13,THARAKA-NITHI,60,MAARA,297,MUTHAMBI
13,THARAKA-NITHI,60,MAARA,298,MWIMBI
13,THARAKA-NITHI,60,MAARA,299,GANGA
13,THARAKA-NITHI,60,MAARA,300,CHOGORIA
13,THARAKA-NITHI,61,CHUKA/IGAMBANG'OM,301,MARIANI
13,THARAKA-NITHI,61,CHUKA/IGAMBANG'OM,302,KARINGANI
13,THARAKA-NITHI,61,CHUKA/IGAMBANG'OM,303,MAGUMONI
13,THARAKA-NITHI,61,CHUKA/IGAMBANG'OM,304,MUGWE
13,THARAKA-NITHI,61,CHUKA/IGAMBANG'OM,305,IGAMBANG'OMBE
13,THARAKA-NITHI,62,THARAKA,306,GATUNGA
13,THARAKA-NITHI,62,THARAKA,307,MUKOTHIMA
13,THARAKA-NITHI,62,THARAKA,308,NKONDI
13,THARAKA-NITHI,62,THARAKA,309,CHIAKARIGA
13,THARAKA-NITHI,62,THARAKA,310,MARIMANTI
14,EMBU,63,MANYATTA,311,RUGURU/NGANDORI
14,EMBU,63,MANYATTA,312,KITHIMU
14,EMBU,63,MANYATTA,313,NGINDA
14,EMBU,63,MANYATTA,314,MBETI NORTH
14,EMBU,63,MANYATTA,315,KIRIMARI
14,EMBU,63,MANYATTA,316,GATURI SOUTH
14,EMBU,64,RUNYENJES,317,GATURI NORTH
14,EMBU,64,RUNYENJES,318,KAGAARI SOUTH
14,EMBU,64,RUNYENJES,319,CENTRAL  WARD
14,EMBU,64,RUNYENJES,320,KAGAARI NORTH
14,EMBU,64,RUNYENJES,321,KYENI NORTH
14,EMBU,64,RUNYENJES,322,KYENI SOUTH
14,EMBU,65,MBEERE SOUTH,323,MWEA
14,EMBU,65,MBEERE SOUTH,324,MAKIMA
14,EMBU,65,MBEERE SOUTH,325,MBETI SOUTH
14,EMBU,65,MBEERE SOUTH,326,MAVURIA
14,EMBU,65,MBEERE SOUTH,327,KIAMBERE
14,EMBU,66,MBEERE NORTH,328,NTHAWA
14,EMBU,66,MBEERE NORTH,329,MUMINJI
14,EMBU,66,MBEERE NORTH,330,EVURORE
15,KITUI,67,MWINGI NORTH,331,NGOMENI
15,KITUI,67,MWINGI NORTH,332,KYUSO
15,KITUI,67,MWINGI NORTH,333,MUMONI
15,KITUI,67,MWINGI NORTH,334,TSEIKURU
15,KITUI,67,MWINGI NORTH,335,THARAKA
15,KITUI,68,MWINGI WEST,336,KYOME/THAANA
15,KITUI,68,MWINGI WEST,337,NGUUTANI
15,KITUI,68,MWINGI WEST,338,MIGWANI
15,KITUI,68,MWINGI WEST,339,KIOMO/KYETHANI
15,KITUI,69,MWINGI CENTRAL,340,CENTRAL
15,KITUI,69,MWINGI CENTRAL,341,KIVOU
15,KITUI,69,MWINGI CENTRAL,342,NGUNI
15,KITUI,69,MWINGI CENTRAL,343,NUU
15,KITUI,69,MWINGI CENTRAL,344,MUI
15,KITUI,69,MWINGI CENTRAL,345,WAITA
15,KITUI,70,KITUI WEST,346,MUTONGUNI
15,KITUI,70,KITUI WEST,347,KAUWI
15,KITUI,70,KITUI WEST,348,MATINYANI
15,KITUI,70,KITUI WEST,349,KWA MUTONGA/KITHUMULA
15,KITUI,71,KITUI RURAL,350,KISASI
15,KITUI,71,KITUI RURAL,351,MBITINI
15,KITUI,71,KITUI RURAL,352,KWAVONZA/YATTA
15,KITUI,71,KITUI RURAL,353,KANYANGI
15,KITUI,72,KITUI CENTRAL,354,MIAMBANI
15,KITUI,72,KITUI CENTRAL,355,TOWNSHIP
15,KITUI,72,KITUI CENTRAL,356,KYANGWITHYA WEST
15,KITUI,72,KITUI CENTRAL,357,MULANGO
15,KITUI,72,KITUI CENTRAL,358,KYANGWITHYA EAST
15,KITUI,73,KITUI EAST,359,ZOMBE/MWITIKA
15,KITUI,73,KITUI EAST,360,CHULUNI
15,KITUI,73,KITUI EAST,361,NZAMBANI
15,KITUI,73,KITUI EAST,362,VOO/KYAMATU
15,KITUI,73,KITUI EAST,363,ENDAU/MALALANI
15,KITUI,73,KITUI EAST,364,MUTITO/KALIKU
15,KITUI,74,KITUI SOUTH,365,IKANGA/KYATUNE
15,KITUI,74,KITUI SOUTH,366,MUTOMO
15,KITUI,74,KITUI SOUTH,367,MUTHA
15,KITUI,74,KITUI SOUTH,368,IKUTHA
15,KITUI,74,KITUI SOUTH,369,KANZIKO
15,KITUI,74,KITUI SOUTH,370,ATHI
16,MACHAKOS,75,MASINGA,371,KIVAA
16,MACHAKOS,75,MASINGA,372,MASINGA CENTRAL
16,MACHAKOS,75,MASINGA,373,EKALAKALA
16,MACHAKOS,75,MASINGA,374,MUTHESYA
16,MACHAKOS,75,MASINGA,375,NDITHINI
16,MACHAKOS,76,YATTA,376,NDALANI
16,MACHAKOS,76,YATTA,377,MATUU
16,MACHAKOS,76,YATTA,378,KITHIMANI
16,MACHAKOS,76,YATTA,379,IKOMBE
16,MACHAKOS,76,YATTA,380,KATANGI
16,MACHAKOS,77,KANGUNDO,381,KANGUNDO NORTH
16,MACHAKOS,77,KANGUNDO,382,KANGUNDO CENTRAL
16,MACHAKOS,77,KANGUNDO,383,KANGUNDO EAST
16,MACHAKOS,77,KANGUNDO,384,KANGUNDO WEST
16,MACHAKOS,78,MATUNGULU,385,TALA
16,MACHAKOS,78,MATUNGULU,386,MATUNGULU NORTH
16,MACHAKOS,78,MATUNGULU,387,MATUNGULU EAST
16,MACHAKOS,78,MATUNGULU,388,MATUNGULU WEST
16,MACHAKOS,78,MATUNGULU,389,KYELENI
16,MACHAKOS,79,KATHIANI,390,MITABONI
16,MACHAKOS,79,KATHIANI,391,KATHIANI CENTRAL
16,MACHAKOS,79,KATHIANI,392,UPPER KAEWA/IVETI
16,MACHAKOS,79,KATHIANI,393,LOWER KAEWA/KAANI
16,MACHAKOS,80,MAVOKO,394,ATHI RIVER
16,MACHAKOS,80,MAVOKO,395,KINANIE
16,MACHAKOS,80,MAVOKO,396,MUTHWANI
16,MACHAKOS,80,MAVOKO,397,SYOKIMAU/MULOLONGO
16,MACHAKOS,81,MACHAKOS TOWN,398,KALAMA
16,MACHAKOS,81,MACHAKOS TOWN,399,MUA
16,MACHAKOS,81,MACHAKOS TOWN,400,MUTITUNI
16,MACHAKOS,81,MACHAKOS TOWN,401,MACHAKOS CENTRAL
16,MACHAKOS,81,MACHAKOS TOWN,402,MUMBUNI NORTH
16,MACHAKOS,81,MACHAKOS TOWN,403,MUVUTI/KIIMA-KIMWE
16,MACHAKOS,81,MACHAKOS TOWN,404,KOLA
16,MACHAKOS,82,MWALA,405,MBIUNI
16,MACHAKOS,82,MWALA,406,MAKUTANO/ MWALA
16,MACHAKOS,82,MWALA,407,MASII
16,MACHAKOS,82,MWALA,408,MUTHETHENI
16,MACHAKOS,82,MWALA,409,WAMUNYU
16,MACHAKOS,82,MWALA,410,KIBAUNI
17,MAKUENI,83,MBOONI,411,TULIMANI
17,MAKUENI,83,MBOONI,412,MBOONI
17,MAKUENI,83,MBOONI,413,KITHUNGO/KITUNDU
17,MAKUENI,83,MBOONI,414,KISAU/KITETA
17,MAKUENI,83,MBOONI,415,WAIA/KAKO
17,MAKUENI,83,MBOONI,416,KALAWA
17,MAKUENI,84,KILOME,417,KASIKEU
17,MAKUENI,84,KILOME,418,MUKAA
17,MAKUENI,84,KILOME,419,KIIMA KIU/KALANZONI
17,MAKUENI,85,KAITI,420,UKIA
17,MAKUENI,85,KAITI,421,KEE
17,MAKUENI,85,KAITI,422,KILUNGU
17,MAKUENI,85,KAITI,423,ILIMA
17,MAKUENI,86,MAKUENI,424,WOTE
17,MAKUENI,86,MAKUENI,425,MUVAU/KIKUUMINI
17,MAKUENI,86,MAKUENI,426,MAVINDINI
17,MAKUENI,86,MAKUENI,427,KITISE/KITHUKI
17,MAKUENI,86,MAKUENI,428,KATHONZWENI
17,MAKUENI,86,MAKUENI,429,NZAUI/KILILI/KALAMBA
17,MAKUENI,86,MAKUENI,430,MBITINI
17,MAKUENI,87,KIBWEZI WEST,431,MAKINDU
17,MAKUENI,87,KIBWEZI WEST,432,NGUUMO
17,MAKUENI,87,KIBWEZI WEST,433,KIKUMBULYU NORTH
17,MAKUENI,87,KIBWEZI WEST,434,KIKUMBULYU SOUTH
17,MAKUENI,87,KIBWEZI WEST,435,NGUU/MASUMBA
17,MAKUENI,87,KIBWEZI WEST,436,EMALI/MULALA
17,MAKUENI,88,KIBWEZI EAST,437,MASONGALENI
17,MAKUENI,88,KIBWEZI EAST,438,MTITO ANDEI
17,MAKUENI,88,KIBWEZI EAST,439,THANGE
17,MAKUENI,88,KIBWEZI EAST,440,IVINGONI/NZAMBANI
18,NYANDARUA,89,KINANGOP,441,ENGINEER
18,NYANDARUA,89,KINANGOP,442,GATHARA
18,NYANDARUA,89,KINANGOP,443,NORTH KINANGOP
18,NYANDARUA,89,KINANGOP,444,MURUNGARU
18,NYANDARUA,89,KINANGOP,445,NJABINI\KIBURU
18,NYANDARUA,89,KINANGOP,446,NYAKIO
18,NYANDARUA,89,KINANGOP,447,GITHABAI
18,NYANDARUA,89,KINANGOP,448,MAGUMU
18,NYANDARUA,90,KIPIPIRI,449,WANJOHI
18,NYANDARUA,90,KIPIPIRI,450,KIPIPIRI
18,NYANDARUA,90,KIPIPIRI,451,GETA
18,NYANDARUA,90,KIPIPIRI,452,GITHIORO
18,NYANDARUA,91,OL KALOU,453,KARAU
18,NYANDARUA,91,OL KALOU,454,KANJUIRI RIDGE
18,NYANDARUA,91,OL KALOU,455,MIRANGINE
18,NYANDARUA,91,OL KALOU,456,KAIMBAGA
18,NYANDARUA,91,OL KALOU,457,RURII
18,NYANDARUA,92,OL JOROK,458,GATHANJI
18,NYANDARUA,92,OL JOROK,459,GATIMU
18,NYANDARUA,92,OL JOROK,460,WERU
18,NYANDARUA,92,OL JOROK,461,CHARAGITA
18,NYANDARUA,93,NDARAGWA,462,LESHAU PONDO
18,NYANDARUA,93,NDARAGWA,463,KIRIITA
18,NYANDARUA,93,NDARAGWA,464,CENTRAL
18,NYANDARUA,93,NDARAGWA,465,SHAMATA
19,NYERI,94,TETU,466,DEDAN KIMANTHI
19,NYERI,94,TETU,467,WAMAGANA
19,NYERI,94,TETU,468,AGUTHI/GAAKI
19,NYERI,95,KIENI,469,MWEIGA
19,NYERI,95,KIENI,470,NAROMORU KIAMATHAGA
19,NYERI,95,KIENI,471,MWIYOGO/ENDARASHA
19,NYERI,95,KIENI,472,MUGUNDA
19,NYERI,95,KIENI,473,GATARAKWA
19,NYERI,95,KIENI,474,THEGU RIVER
19,NYERI,95,KIENI,475,KABARU
19,NYERI,95,KIENI,476,GAKAWA
19,NYERI,96,MATHIRA,477,RUGURU
19,NYERI,96,MATHIRA,478,MAGUTU
19,NYERI,96,MATHIRA,479,IRIAINI
19,NYERI,96,MATHIRA,480,KONYU
19,NYERI,96,MATHIRA,481,KIRIMUKUYU
19,NYERI,96,MATHIRA,482,KARATINA TOWN
19,NYERI,97,OTHAYA,483,MAHIGA
19,NYERI,97,OTHAYA,484,IRIA-INI
19,NYERI,97,OTHAYA,485,CHINGA
19,NYERI,97,OTHAYA,486,KARIMA
